customer_id,first_name,last_name,email,phone,segment,total_orders,total_spent,average_order_value,customer_lifetime_value,created_at
418,Ananya,Sharma,ananya.sharma418@example.in,+919823542127,NEW,0,0.0,0.0,4469.18,2026-06-22 00:37:04
419,Sanya,Reddy,sanya.reddy419@example.in,+919816533225,HIGH_VALUE,1,5812.72,5812.72,17090.08,2025-12-16 00:37:04
420,Sanya,Deshmukh,sanya.deshmukh420@example.in,+919882445335,HIGH_VALUE,1,5601.06,5601.06,15236.47,2026-04-29 00:37:04
421,Karan,Singh,karan.singh421@example.in,+919841428626,NEW,0,0.0,0.0,4523.48,2026-01-27 00:37:04
422,Meera,Reddy,meera.reddy422@example.in,+919853038943,HIGH_VALUE,9,63349.44,7038.83,82731.23,2026-04-27 00:37:04
423,Karan,Deshmukh,karan.deshmukh423@example.in,+919865507111,STANDARD,8,11732.19,1466.52,23163.85,2026-06-08 00:37:04
424,Karan,Reddy,karan.reddy424@example.in,+919833505978,PRICE_SENSITIVE,15,25585.49,1705.7,62237.63,2026-06-15 00:37:04
425,Neha,Joshi,neha.joshi425@example.in,+919880392240,STANDARD,13,55978.1,4306.01,69786.59,2025-12-12 00:37:04
426,Aarav,Singh,aarav.singh426@example.in,+919860527631,HIGH_VALUE,15,76904.28,5126.95,193907.03,2026-03-08 00:37:04
427,Ananya,Singh,ananya.singh427@example.in,+919829374563,PRICE_SENSITIVE,1,2448.53,2448.53,8116.27,2025-09-25 00:37:04
428,Rohan,Joshi,rohan.joshi428@example.in,+919884797762,NEW,0,0.0,0.0,1427.92,2026-05-02 00:37:04
429,Rohan,Deshmukh,rohan.deshmukh429@example.in,+919844224936,HIGH_VALUE,10,62077.09,6207.71,123024.81,2025-08-12 00:37:04
430,Priya,Gupta,priya.gupta430@example.in,+919859805178,VIP,6,18384.25,3064.04,41908.57,2026-06-13 00:37:04
431,Vikram,Joshi,vikram.joshi431@example.in,+919891197624,NEW,0,0.0,0.0,4748.91,2026-06-19 00:37:04
432,Priya,Deshmukh,priya.deshmukh432@example.in,+919888864147,NEW,0,0.0,0.0,1271.35,2026-03-20 00:37:04
433,Sanya,Deshmukh,sanya.deshmukh433@example.in,+919854689713,STANDARD,0,0.0,0.0,3832.69,2026-03-23 00:37:04
434,Ananya,Sharma,ananya.sharma434@example.in,+919874279671,HIGH_VALUE,6,6030.78,1005.13,14184.69,2025-12-18 00:37:04
435,Ananya,Nair,ananya.nair435@example.in,+919853166435,STANDARD,12,61882.4,5156.87,82424.84,2025-11-13 00:37:04
436,Karan,Verma,karan.verma436@example.in,+919851395738,STANDARD,11,85812.84,7801.17,215058.82,2025-10-20 00:37:04
437,Sanya,Gupta,sanya.gupta437@example.in,+919823234972,PRICE_SENSITIVE,10,14756.47,1475.65,33352.18,2026-03-27 00:37:04
438,Neha,Verma,neha.verma438@example.in,+919865556767,VIP,7,4661.49,665.93,10509.41,2026-04-26 00:37:04
439,Rajesh,Singh,rajesh.singh439@example.in,+919884264220,NEW,0,0.0,0.0,3733.18,2025-09-16 00:37:04
440,Rohan,Singh,rohan.singh440@example.in,+919830456313,HIGH_VALUE,10,38442.7,3844.27,64794.37,2026-03-14 00:37:04
441,Rohan,Reddy,rohan.reddy441@example.in,+919842981324,PRICE_SENSITIVE,10,36963.6,3696.36,67701.17,2026-02-28 00:37:04
442,Sanya,Gupta,sanya.gupta442@example.in,+919871851421,HIGH_VALUE,11,71071.79,6461.07,151260.83,2026-04-14 00:37:04
443,Aarav,Nair,aarav.nair443@example.in,+919875540707,HIGH_VALUE,1,1117.86,1117.86,5948.39,2025-10-14 00:37:04
444,Rajesh,Sharma,rajesh.sharma444@example.in,+919899686372,VIP,0,0.0,0.0,4803.45,2025-12-10 00:37:04
445,Aarav,Deshmukh,aarav.deshmukh445@example.in,+919819122502,HIGH_VALUE,0,0.0,0.0,2729.34,2026-03-20 00:37:04
446,Karan,Gupta,karan.gupta446@example.in,+919860090149,VIP,15,113656.79,7577.12,201958.57,2025-11-02 00:37:04
447,Rajesh,Kumar,rajesh.kumar447@example.in,+919881432350,NEW,0,0.0,0.0,2096.86,2025-12-11 00:37:04
448,Rajesh,Kumar,rajesh.kumar448@example.in,+919881057233,STANDARD,9,70918.49,7879.83,127416.74,2026-07-01 00:37:04
449,Karan,Joshi,karan.joshi449@example.in,+919834060788,VIP,3,6673.98,2224.66,10982.24,2025-10-14 00:37:04
450,Aarav,Deshmukh,aarav.deshmukh450@example.in,+919835760684,NEW,0,0.0,0.0,2474.11,2025-10-13 00:37:04
451,Vikram,Verma,vikram.verma451@example.in,+919845879718,PRICE_SENSITIVE,2,13965.37,6982.69,30222.34,2025-12-30 00:37:04
452,Rohan,Gupta,rohan.gupta452@example.in,+919885833309,HIGH_VALUE,7,13240.09,1891.44,34945.34,2026-02-06 00:37:04
453,Priya,Kumar,priya.kumar453@example.in,+919822549425,PRICE_SENSITIVE,12,75382.97,6281.91,177290.6,2025-12-28 00:37:04
454,Karan,Gupta,karan.gupta454@example.in,+919817531619,VIP,5,25983.26,5196.65,36743.24,2026-05-28 00:37:04
455,Sanya,Joshi,sanya.joshi455@example.in,+919896557984,STANDARD,3,22219.08,7406.36,48660.86,2025-10-12 00:37:04
456,Rajesh,Deshmukh,rajesh.deshmukh456@example.in,+919838375916,NEW,0,0.0,0.0,1469.23,2025-11-08 00:37:04
457,Vikram,Kumar,vikram.kumar457@example.in,+919819978827,STANDARD,1,1438.89,1438.89,5730.29,2026-04-09 00:37:04
458,Neha,Kumar,neha.kumar458@example.in,+919837804291,NEW,0,0.0,0.0,2966.38,2026-04-27 00:37:04
459,Rohan,Sharma,rohan.sharma459@example.in,+919850168264,HIGH_VALUE,7,6870.97,981.57,15519.46,2025-09-22 00:37:04
460,Rohan,Nair,rohan.nair460@example.in,+919854524025,PRICE_SENSITIVE,4,25926.77,6481.69,44393.7,2026-05-30 00:37:04
461,Karan,Verma,karan.verma461@example.in,+919817207013,VIP,13,7633.0,587.15,12448.46,2026-03-13 00:37:04
462,Priya,Verma,priya.verma462@example.in,+919891224373,NEW,0,0.0,0.0,3400.08,2025-09-08 00:37:04
463,Rohan,Verma,rohan.verma463@example.in,+919813976288,STANDARD,14,37624.57,2687.47,83582.89,2025-10-31 00:37:04
464,Ananya,Verma,ananya.verma464@example.in,+919884227466,PRICE_SENSITIVE,13,82535.47,6348.88,106215.54,2026-04-05 00:37:04
465,Meera,Joshi,meera.joshi465@example.in,+919821501669,NEW,0,0.0,0.0,1968.18,2026-02-08 00:37:04
466,Ananya,Sharma,ananya.sharma466@example.in,+919821010955,STANDARD,4,31599.88,7899.97,46769.1,2025-12-27 00:37:04
467,Aarav,Joshi,aarav.joshi467@example.in,+919852503832,STANDARD,3,15408.5,5136.17,35799.91,2026-05-24 00:37:04
468,Rajesh,Singh,rajesh.singh468@example.in,+919869691437,STANDARD,8,4586.25,573.28,10520.75,2026-05-18 00:37:04
469,Aarav,Sharma,aarav.sharma469@example.in,+919835151299,PRICE_SENSITIVE,14,16225.98,1159.0,28000.04,2025-09-27 00:37:04
470,Karan,Nair,karan.nair470@example.in,+919864766762,VIP,0,0.0,0.0,2587.69,2026-05-25 00:37:04
471,Neha,Nair,neha.nair471@example.in,+919822490873,NEW,0,0.0,0.0,3270.16,2025-09-06 00:37:04
472,Neha,Joshi,neha.joshi472@example.in,+919811656329,STANDARD,13,73722.83,5670.99,166995.98,2025-12-23 00:37:04
473,Priya,Nair,priya.nair473@example.in,+919842580349,NEW,0,0.0,0.0,1418.27,2025-10-16 00:37:04
474,Aarav,Joshi,aarav.joshi474@example.in,+919832750139,HIGH_VALUE,8,42185.81,5273.23,90493.55,2026-02-05 00:37:04
475,Vikram,Gupta,vikram.gupta475@example.in,+919829587040,VIP,5,37607.96,7521.59,50835.63,2025-11-29 00:37:04
476,Vikram,Joshi,vikram.joshi476@example.in,+919850232066,PRICE_SENSITIVE,2,11635.91,5817.95,30994.31,2026-01-06 00:37:04
477,Vikram,Deshmukh,vikram.deshmukh477@example.in,+919893890601,PRICE_SENSITIVE,6,39077.76,6512.96,68397.06,2025-11-17 00:37:04
478,Priya,Patel,priya.patel478@example.in,+919850890504,VIP,12,13210.34,1100.86,34409.85,2026-01-20 00:37:04
479,Meera,Joshi,meera.joshi479@example.in,+919854230340,PRICE_SENSITIVE,10,66297.33,6629.73,122114.85,2025-12-01 00:37:04
480,Meera,Patel,meera.patel480@example.in,+919850323741,STANDARD,6,26688.12,4448.02,58734.44,2025-11-06 00:37:04
481,Neha,Patel,neha.patel481@example.in,+919863450811,STANDARD,9,8573.77,952.64,14680.88,2025-08-19 00:37:04
482,Sanya,Reddy,sanya.reddy482@example.in,+919842537638,STANDARD,12,84460.52,7038.38,130325.49,2026-02-16 00:37:04
483,Rohan,Verma,rohan.verma483@example.in,+919825285764,NEW,0,0.0,0.0,1728.47,2026-03-29 00:37:04
484,Meera,Nair,meera.nair484@example.in,+919834149421,NEW,0,0.0,0.0,3634.83,2026-06-26 00:37:04
485,Sanya,Deshmukh,sanya.deshmukh485@example.in,+919868848427,STANDARD,2,8472.94,4236.47,20161.56,2025-12-12 00:37:04
486,Sanya,Patel,sanya.patel486@example.in,+919895004924,STANDARD,7,15493.87,2213.41,43560.02,2026-03-02 00:37:04
487,Aarav,Joshi,aarav.joshi487@example.in,+919860598851,VIP,14,75284.2,5377.44,113591.06,2025-09-06 00:37:04
488,Sanya,Reddy,sanya.reddy488@example.in,+919863795149,NEW,0,0.0,0.0,1122.61,2025-10-23 00:37:04
489,Rohan,Nair,rohan.nair489@example.in,+919814934536,STANDARD,2,4865.24,2432.62,13237.39,2026-05-15 00:37:04
490,Ananya,Verma,ananya.verma490@example.in,+919832325574,NEW,0,0.0,0.0,3970.83,2026-06-17 00:37:04
491,Meera,Joshi,meera.joshi491@example.in,+919854506155,PRICE_SENSITIVE,3,11073.6,3691.2,20752.44,2026-07-04 00:37:04
492,Priya,Singh,priya.singh492@example.in,+919839796480,NEW,0,0.0,0.0,1160.44,2025-10-17 00:37:04
493,Karan,Reddy,karan.reddy493@example.in,+919887206788,HIGH_VALUE,14,98038.31,7002.74,194152.49,2025-12-30 00:37:04
494,Rohan,Gupta,rohan.gupta494@example.in,+919888999206,NEW,0,0.0,0.0,2946.68,2026-04-23 00:37:04
495,Neha,Kumar,neha.kumar495@example.in,+919874796438,VIP,9,63456.07,7050.67,153135.67,2025-12-09 00:37:04
496,Priya,Sharma,priya.sharma496@example.in,+919829015320,STANDARD,9,23185.88,2576.21,50326.91,2026-01-15 00:37:04
497,Sanya,Deshmukh,sanya.deshmukh497@example.in,+919879942848,PRICE_SENSITIVE,11,22879.63,2079.97,49511.02,2025-11-08 00:37:04
498,Priya,Gupta,priya.gupta498@example.in,+919870726434,STANDARD,2,11996.7,5998.35,20311.22,2026-02-06 00:37:04
499,Rajesh,Sharma,rajesh.sharma499@example.in,+919813031322,STANDARD,3,21953.23,7317.74,33422.06,2026-04-16 00:37:04
500,Ananya,Nair,ananya.nair500@example.in,+919833414716,NEW,0,0.0,0.0,1723.91,2026-04-19 00:37:04
